Temperature_C,Humidity_pct,Occupants,Home_Size_sqft,AC_Hours,Fan_Hours,Fridge_Hours,WashingMachine_Hours,TV_Hours,Computer_Hours,WaterHeater_Hours,Previous_Day_kWh,Solar_Available,Weekday,Month,Daily_Consumption_kWh,Energy_Waste
22.3,80.3,4,1277,1.7,5.9,18.6,2.2,4.1,0.0,0.7,15.8,0,1,6,20.33,0
30.0,76.3,5,2100,2.6,5.0,18.9,1.1,4.4,4.9,0.5,17.3,1,0,1,29.32,1
26.9,50.9,3,1158,5.7,18.0,20.1,1.2,7.5,3.8,0.8,25.8,0,0,11,34.03,1
30.2,25.3,6,751,4.1,5.1,21.3,1.6,4.0,0.2,1.5,25.1,0,1,1,29.25,1
31.4,67.6,5,1250,1.1,10.7,17.6,0.7,8.4,4.1,0.3,12.4,0,0,3,26.03,1
25.2,44.8,6,1067,3.4,9.3,16.7,1.1,6.9,4.5,0.3,27.3,0,1,6,33.37,1
28.0,60.5,5,1729,3.4,4.2,23.0,0.6,5.8,0.4,2.9,4.0,0,0,4,25.4,1
27.7,47.8,2,801,2.2,8.7,22.1,1.9,2.4,6.3,3.7,21.8,1,0,12,24.74,1
25.7,82.5,4,758,3.0,9.0,21.1,0.5,3.9,2.1,1.1,15.2,0,1,10,25.88,1
24.8,55.2,5,972,0.5,5.7,24.0,2.3,4.7,2.9,0.9,11.5,0,0,1,22.01,1
30.6,65.6,2,1319,3.2,9.9,18.9,2.5,8.4,3.5,1.3,5.5,0,1,5,29.2,1
28.3,61.1,5,1658,3.8,3.3,19.7,3.5,3.3,5.5,1.0,24.1,0,0,10,27.52,0
30.7,54.1,1,1694,0.5,7.8,22.2,0.8,3.3,2.7,2.1,11.9,0,1,6,26.16,1
34.0,74.7,2,1916,2.3,8.6,15.0,3.2,4.1,3.4,1.3,18.7,1,0,7,25.8,1
34.1,69.2,5,1443,0.7,7.4,21.0,1.0,2.9,0.2,0.8,8.5,0,0,4,23.72,1
23.4,68.7,3,894,3.8,6.9,11.4,4.7,1.2,0.0,0.9,22.1,1,1,6,24.15,1
24.7,58.1,3,1308,3.8,8.4,13.3,2.0,0.0,4.3,0.0,20.2,0,1,8,22.94,0
27.7,71.1,6,1990,5.2,5.5,22.0,1.5,1.2,5.9,1.2,16.4,0,1,4,29.74,0
29.6,47.6,5,850,0.6,11.1,21.5,2.8,5.3,3.1,0.3,28.1,1,0,12,18.53,0
33.7,67.9,2,982,0.6,8.2,22.6,2.1,2.9,3.2,0.7,9.5,0,0,2,26.12,1
24.2,60.2,3,702,1.5,12.2,24.0,0.2,4.2,2.4,0.6,13.7,1,1,7,18.01,1
26.8,25.0,3,1126,1.3,12.2,16.7,5.8,1.3,4.3,1.2,21.3,0,1,6,28.51,1
30.2,43.4,1,938,2.9,5.9,21.5,1.3,5.0,5.1,0.9,25.7,0,1,12,27.06,1
35.1,57.6,4,867,0.9,15.2,24.0,4.9,3.6,0.6,0.7,29.0,0,1,5,34.31,1
35.9,94.9,5,1023,0.6,14.0,23.1,0.6,2.4,3.5,2.8,9.3,0,1,6,30.17,1
24.0,82.6,6,1361,2.9,5.5,23.0,0.9,3.6,1.7,0.6,22.8,0,0,7,27.34,1
27.9,54.9,5,1805,1.9,3.6,17.8,1.3,5.9,3.3,1.4,22.8,0,1,7,26.95,1
25.0,80.6,6,1314,2.8,6.6,17.7,2.2,1.9,5.6,0.4,14.2,0,1,2,24.45,0
33.2,49.6,5,1317,1.9,3.6,18.5,4.7,5.3,4.2,0.3,14.9,1,1,1,25.92,1
31.2,80.9,5,1256,2.8,7.6,22.5,0.4,3.3,1.1,1.1,21.1,0,0,9,26.57,1
27.2,58.4,5,1165,4.4,12.4,24.0,1.1,0.4,6.2,0.2,10.2,0,1,12,26.43,1
25.9,50.6,6,1351,4.9,8.3,24.0,0.1,3.4,4.6,1.0,13.9,1,1,8,25.93,1
30.5,40.3,1,1373,0.8,9.3,14.7,3.0,0.0,5.0,0.3,14.3,0,0,12,21.21,1
33.9,61.1,1,978,6.5,12.2,16.8,3.5,3.2,2.7,2.7,22.8,0,1,9,33.48,1
25.2,78.0,1,1186,3.7,12.5,15.4,5.6,4.9,1.9,0.3,10.6,0,1,3,25.55,1
27.4,62.9,4,1047,3.0,16.1,23.0,4.9,5.5,0.7,2.2,23.6,0,1,10,29.52,0
29.6,95.0,1,1515,7.8,8.6,16.7,0.7,2.6,5.0,0.6,17.2,0,0,12,33.52,1
29.1,54.4,6,1354,9.3,9.3,18.8,1.5,4.8,0.5,0.4,22.3,0,1,5,33.53,1
30.7,81.3,2,1446,2.4,11.3,16.5,2.7,5.2,2.8,0.7,14.8,0,1,7,28.08,1
24.0,77.6,5,2373,0.9,9.7,19.9,0.1,4.3,4.9,0.2,25.8,0,1,10,28.42,1
26.0,65.7,3,917,5.2,9.4,22.7,4.8,1.8,0.9,1.9,22.4,0,1,8,27.32,0
18.5,60.6,6,2337,3.5,6.6,18.7,1.3,0.0,5.8,1.7,10.7,1,1,6,26.7,1
29.3,53.8,5,1726,2.6,6.9,18.2,1.1,5.7,4.4,0.4,15.9,1,1,7,24.38,1
34.4,74.5,4,1734,6.5,12.5,18.7,3.4,4.6,4.4,2.4,14.2,0,0,4,37.65,1
18.7,75.6,6,1334,1.7,7.6,20.7,6.0,6.3,6.6,0.8,21.8,0,0,9,33.86,1
25.8,60.7,1,1747,3.9,10.6,20.7,6.3,1.9,4.3,1.6,15.4,0,1,5,29.19,1
33.5,53.1,5,1711,1.8,7.9,15.8,6.1,3.5,1.4,5.0,27.6,0,1,1,38.1,1
28.3,44.7,3,1654,6.0,13.1,17.1,1.7,4.7,5.6,0.1,23.7,0,0,3,32.79,1
19.5,62.2,6,400,8.8,6.4,20.4,0.8,5.7,3.7,1.7,8.6,0,0,6,27.43,1
34.8,38.2,4,735,3.6,9.0,19.7,0.6,0.1,0.0,0.7,15.9,0,0,1,22.64,0
21.9,52.3,1,1915,6.4,9.8,18.1,4.9,4.7,4.5,1.0,19.1,0,1,9,34.08,1
35.9,92.3,3,1957,3.4,13.7,12.5,0.5,2.9,1.0,0.8,10.3,1,0,5,25.09,1
26.1,49.9,1,1402,3.8,9.8,19.5,2.8,3.4,2.6,3.1,14.2,0,1,1,26.04,1
25.5,56.4,4,1195,1.8,4.6,19.8,0.6,4.1,3.5,0.8,14.1,0,0,2,21.37,1
29.1,76.3,4,1438,1.1,9.6,20.0,3.0,2.0,1.2,1.3,37.4,0,1,6,32.41,1
28.9,70.2,4,791,8.8,9.3,13.3,1.5,2.4,3.9,0.5,16.5,0,0,8,28.82,1
32.0,59.4,2,1967,1.0,3.6,21.6,0.6,4.5,3.7,0.8,14.6,0,0,5,25.1,1
31.5,69.8,6,1354,5.0,5.1,12.6,0.4,1.8,3.2,2.2,26.7,0,0,12,33.92,1
28.3,61.4,4,1323,4.6,11.4,15.8,1.2,3.0,1.4,4.5,13.9,1,1,4,26.4,1
35.6,64.0,3,1683,3.0,7.3,19.9,0.2,2.8,2.5,0.6,7.4,0,0,8,25.39,1
32.6,50.8,3,813,1.1,9.3,20.1,0.9,3.8,4.1,0.4,8.2,0,0,5,20.03,0
30.4,71.2,2,1111,6.2,9.0,24.0,1.0,4.7,3.2,1.8,15.6,0,0,4,28.6,1
29.7,66.4,6,1634,1.1,10.2,20.8,1.2,0.6,4.3,0.9,17.2,0,1,9,31.43,1
28.5,64.5,4,1592,7.4,8.8,15.8,3.5,1.5,2.2,0.5,23.3,0,1,10,36.27,1
28.6,69.0,3,1647,1.3,11.1,22.0,0.2,3.9,0.2,0.4,31.3,0,0,9,27.84,1
32.3,64.8,4,1133,10.0,4.6,22.3,0.8,6.3,3.3,0.1,23.5,1,1,10,30.23,1
31.4,57.7,5,1050,2.7,10.2,14.0,1.5,2.8,6.2,0.2,20.3,0,1,7,28.76,1
29.2,64.4,2,1357,6.9,10.2,17.0,3.6,5.2,3.9,0.7,14.2,0,1,9,28.08,0
34.1,55.1,4,1242,0.9,14.3,13.3,0.1,3.4,5.1,2.2,24.7,0,1,8,30.65,1
27.7,29.1,4,1824,1.8,1.5,17.8,6.2,5.2,1.7,1.7,14.5,0,0,8,25.33,0
31.2,51.1,6,921,3.7,7.7,16.6,3.7,5.0,2.2,1.3,11.6,0,0,10,28.09,1
33.3,57.5,3,1439,1.2,11.2,21.3,4.8,2.4,0.0,1.9,16.9,0,1,11,29.86,1
23.4,63.6,4,1576,4.4,14.3,15.7,8.0,1.9,2.6,1.0,26.0,0,1,7,37.34,1
27.7,68.1,6,2443,3.6,1.0,16.2,3.0,1.2,3.5,0.0,20.3,0,0,5,27.89,0
37.3,82.2,1,821,3.1,3.3,18.5,0.1,7.7,6.1,1.4,27.2,0,1,10,29.51,1
24.2,84.6,1,1816,4.2,12.6,23.6,0.9,11.8,3.7,0.5,4.0,0,1,1,27.86,1
34.8,85.6,1,1740,1.5,8.8,16.2,1.8,3.6,2.7,0.5,12.4,0,1,7,31.0,1
23.7,59.6,6,1220,2.7,8.1,16.2,1.6,5.7,4.1,1.1,6.2,1,1,3,19.53,0
31.0,78.2,3,1458,2.6,11.2,15.2,1.9,0.4,0.5,4.5,5.2,0,1,3,24.19,0
23.7,31.4,2,1611,7.9,5.5,19.8,7.7,4.3,0.7,1.2,19.5,0,1,9,32.37,1
25.9,46.3,3,1196,3.7,8.6,20.1,2.8,4.7,8.1,2.3,9.0,0,1,11,27.91,1
27.1,86.8,3,400,4.9,8.2,12.0,3.5,2.6,1.9,0.6,17.7,0,1,1,25.48,1
26.3,60.8,1,1244,1.5,11.5,18.6,1.8,5.4,4.5,1.5,14.7,0,1,1,23.55,1
34.0,61.2,5,1132,1.9,10.2,12.5,3.0,6.3,0.0,0.6,9.8,0,0,1,26.11,1
33.2,68.9,2,722,2.7,6.6,14.3,2.9,1.3,3.0,1.6,30.0,1,0,9,24.87,1
33.4,70.5,4,1948,3.3,7.1,10.6,1.8,5.6,2.3,2.3,16.5,0,0,6,32.94,1
30.0,59.1,3,671,12.0,7.9,16.8,0.5,2.5,5.0,2.5,13.2,0,1,3,32.86,1
37.2,62.7,5,1403,6.0,10.1,15.8,0.7,0.0,3.1,1.4,29.8,0,0,9,35.7,1
34.1,42.7,3,1004,4.3,5.5,19.4,1.0,4.6,0.5,1.6,15.6,0,1,10,29.81,1
30.6,68.1,5,908,0.5,13.0,19.9,0.9,4.5,7.1,1.0,23.9,0,1,7,29.07,1
23.8,76.0,6,1118,1.7,13.5,22.1,1.4,3.8,3.2,0.6,14.5,0,0,5,24.11,0
32.4,76.3,3,1016,8.4,11.5,15.3,8.0,3.0,4.7,1.3,15.2,0,0,7,35.61,1
32.3,66.0,6,434,2.7,4.4,19.0,1.4,0.0,3.5,3.0,20.9,0,1,3,30.36,1
29.5,55.3,2,765,2.4,8.3,23.2,1.7,1.3,2.7,1.8,25.5,0,0,9,30.25,1
32.6,58.3,5,795,4.8,6.7,15.5,0.3,5.1,5.1,1.2,12.1,0,1,5,29.13,1
32.8,51.8,5,1087,4.5,10.9,21.0,3.2,1.0,3.4,1.7,23.4,0,1,8,31.39,1
27.5,42.9,6,1789,2.7,4.1,21.8,4.2,7.3,3.5,0.3,17.0,0,1,3,34.34,1
31.8,69.9,6,584,3.7,8.8,8.2,3.7,1.7,3.6,0.6,9.5,0,0,10,23.44,0
30.7,53.6,5,669,4.0,6.1,18.4,1.2,4.8,4.2,0.2,18.0,0,0,10,28.11,1
30.6,94.8,5,1369,6.8,12.9,20.6,0.2,5.9,4.2,1.1,26.2,0,0,11,32.95,0
27.3,67.4,2,1191,6.7,10.2,14.3,0.3,7.2,3.7,0.0,14.4,0,1,12,31.85,1
26.7,83.2,4,1133,0.3,5.3,19.1,0.6,4.4,2.5,4.1,20.3,0,0,12,23.85,0
29.6,41.5,1,1621,2.8,10.8,19.0,1.4,4.7,7.0,0.5,23.6,1,1,3,22.08,0
36.2,61.2,4,2144,1.5,9.6,17.1,2.6,2.8,2.1,0.1,30.5,0,0,12,35.8,1
40.6,75.9,4,1553,7.0,5.7,17.5,0.4,4.1,3.8,1.1,18.8,0,0,9,33.3,1
27.2,75.0,5,915,4.9,6.3,24.0,1.7,2.6,1.5,0.9,15.3,0,0,3,26.6,1
23.7,69.0,3,1249,0.9,9.3,14.2,1.6,0.0,1.7,0.2,21.2,1,1,10,21.35,1
27.3,71.3,1,1154,12.0,7.3,14.5,3.1,4.9,5.7,1.2,29.9,0,0,11,37.05,1
24.8,52.4,6,1194,7.9,12.9,20.8,1.2,2.7,5.4,2.1,11.7,0,1,4,34.7,1
26.9,51.2,2,1171,5.8,5.6,23.1,1.9,3.8,3.9,1.4,20.2,0,1,2,27.6,1
31.0,56.6,6,1104,1.6,8.9,15.1,0.4,5.2,4.1,0.3,12.7,1,1,10,23.06,1
24.4,43.0,3,1093,1.8,9.1,20.1,2.5,0.1,0.3,0.3,12.6,0,0,7,20.45,1
32.0,77.7,5,1297,7.5,12.5,21.1,6.4,2.2,3.1,0.6,21.3,0,0,2,33.91,0
33.0,47.8,4,1872,2.6,11.2,20.2,4.0,1.4,2.9,2.3,11.8,1,0,7,28.13,1
36.6,48.9,6,1489,0.5,7.9,17.1,0.7,3.8,2.5,0.6,25.6,0,0,8,27.24,0
38.1,60.4,6,1860,10.2,14.5,18.5,0.2,7.3,2.8,3.5,17.5,0,1,3,43.7,1
34.0,87.0,5,1318,1.1,11.5,18.2,1.2,1.2,2.1,0.1,18.0,0,1,1,28.98,1
40.3,67.3,2,1493,0.3,6.6,24.0,0.4,6.6,0.6,4.0,17.8,0,0,11,33.14,1
26.5,71.0,1,792,2.6,11.6,17.3,2.7,1.2,6.5,0.7,13.5,1,1,11,20.34,1
30.4,65.1,1,1316,1.0,8.3,17.0,0.6,3.9,5.9,1.6,17.5,0,1,3,27.32,1
29.9,86.2,3,1720,5.2,6.6,15.6,0.4,4.6,4.3,0.3,9.7,0,0,11,27.24,1
31.2,72.3,6,1014,1.6,11.8,19.5,0.5,4.5,1.9,0.3,21.5,0,1,3,29.96,1
34.1,43.0,2,1442,2.4,9.0,22.9,1.4,4.6,4.1,0.4,10.3,0,0,3,29.66,1
27.4,46.4,5,1459,3.8,4.0,14.5,1.5,4.9,0.9,0.7,22.2,0,1,9,26.27,1
37.6,66.2,4,660,2.5,6.5,17.1,2.6,1.6,3.2,0.6,21.6,0,0,1,28.01,1
35.4,67.5,6,1121,1.4,11.0,16.7,0.7,5.6,1.8,1.4,11.8,0,0,5,24.12,0
30.8,56.0,4,2020,4.3,11.1,14.8,0.5,3.5,2.3,2.1,28.3,1,0,5,35.37,1
31.4,68.3,6,400,6.2,16.3,14.8,2.1,3.4,4.0,0.2,15.0,0,1,12,31.83,1
24.2,82.2,1,1783,0.8,5.8,17.7,2.1,1.8,1.0,0.5,35.7,0,0,12,27.17,1
16.6,56.6,5,1368,7.1,10.2,18.6,1.6,4.4,0.0,4.8,13.7,0,1,5,35.73,1
28.6,83.5,4,2283,5.2,9.3,19.7,2.2,3.0,4.7,0.9,26.5,0,1,10,35.8,1
30.6,83.6,6,1143,2.3,7.4,16.0,1.4,4.6,8.2,2.7,9.7,0,1,8,31.32,1
30.2,25.0,6,1650,3.6,7.7,21.0,3.5,3.1,1.5,1.2,21.9,1,0,5,28.52,1
23.6,54.6,6,828,4.0,8.6,16.7,2.2,5.3,2.2,1.0,19.0,0,1,4,26.44,1
26.8,74.4,2,1725,2.7,14.2,20.0,1.7,2.9,3.8,1.6,22.4,0,0,5,30.24,1
37.8,62.2,2,1623,2.1,8.5,15.0,2.1,2.9,5.0,0.7,10.1,0,1,9,25.45,1
32.7,64.2,3,1071,3.0,14.9,14.2,3.3,4.0,2.4,0.9,25.1,0,0,6,25.9,0
32.1,76.5,2,1641,1.7,10.6,19.4,0.3,3.5,4.7,2.8,20.8,0,1,9,29.79,1
27.5,75.1,3,1417,6.6,5.1,20.7,0.7,3.9,3.5,0.7,15.0,0,1,8,32.02,1
32.7,53.5,6,881,1.4,7.4,16.3,0.1,4.1,2.8,0.6,26.0,0,0,5,27.43,1
35.5,27.4,6,1167,4.1,17.1,19.7,1.4,3.7,2.1,0.3,15.4,0,1,3,33.07,1
32.8,71.5,1,400,5.7,7.2,17.4,0.5,1.2,1.4,0.9,11.1,0,0,8,21.98,1
27.0,78.2,5,916,0.8,17.0,17.0,4.6,2.8,4.1,1.1,13.3,0,0,9,29.43,1
30.5,70.4,5,970,1.8,7.4,19.1,4.2,2.5,0.0,1.5,15.0,1,0,10,21.25,0
24.7,68.9,1,2000,3.9,7.3,24.0,1.0,3.2,1.9,1.3,23.2,0,1,1,28.44,1
27.5,74.1,5,1002,0.7,9.0,15.8,1.4,2.3,4.0,1.2,10.6,1,1,10,17.91,0
32.0,70.5,2,1496,2.5,8.1,16.8,1.4,2.8,4.4,2.8,16.5,0,0,11,27.85,1
26.4,54.1,3,1477,2.4,10.0,10.6,2.0,3.5,0.0,1.1,26.7,0,1,11,26.27,1
27.9,67.1,1,1856,3.1,8.9,16.1,0.2,5.8,4.7,0.7,18.0,0,0,9,25.66,1
36.2,72.0,4,1022,1.9,10.1,18.2,1.7,6.5,4.6,1.0,22.7,0,1,11,30.38,1
28.2,54.7,1,1320,4.6,9.1,20.8,2.8,5.4,0.0,1.8,22.2,0,1,10,28.97,1
32.9,65.0,5,848,3.7,4.1,13.9,2.4,5.3,5.9,0.1,12.9,0,0,10,25.14,0
27.6,79.4,2,1484,1.1,10.4,20.0,1.8,5.1,0.3,0.9,15.5,0,1,8,22.31,0
23.4,91.7,6,1725,5.1,3.3,22.4,0.7,5.6,6.6,0.1,15.4,0,0,10,29.72,1
29.1,73.9,5,1633,0.3,9.5,16.5,2.8,4.3,0.0,0.1,23.0,0,1,8,23.73,0
27.3,93.0,5,740,1.7,5.8,17.6,3.2,6.7,3.0,3.9,5.1,0,1,1,23.28,0
19.1,62.9,1,446,4.3,6.3,24.0,2.4,3.6,3.8,3.4,21.7,1,1,12,25.33,1
23.1,61.3,4,846,2.4,11.9,17.3,0.9,5.8,1.6,0.5,19.6,0,0,8,23.69,1
27.0,82.8,4,994,9.5,11.7,15.9,0.3,3.5,1.7,0.6,18.5,0,1,4,32.26,1
36.4,61.1,3,1537,2.2,7.4,20.4,0.5,6.7,1.9,1.9,9.4,0,0,11,25.25,0
26.2,57.9,2,1461,1.6,8.5,19.6,1.6,4.8,2.1,1.5,16.6,0,0,7,26.98,1
28.9,47.6,4,1533,3.5,5.7,9.9,6.0,1.9,1.5,2.1,4.0,0,1,2,24.25,0
32.2,63.3,2,400,2.2,10.5,19.1,0.9,1.3,4.3,0.0,27.5,1,1,5,25.21,1
30.5,59.5,6,1184,0.9,6.3,19.7,1.8,3.2,4.9,1.2,26.1,0,0,6,27.55,1
27.4,45.1,3,1494,1.8,13.4,16.8,0.0,2.7,4.9,0.1,15.9,0,0,4,21.64,0
37.5,45.0,5,1120,5.0,7.1,24.0,0.6,4.1,6.5,0.1,14.9,1,1,3,28.32,1
35.7,68.8,3,706,1.1,10.7,19.3,0.5,3.8,7.0,2.4,22.9,0,1,12,29.44,1
17.0,75.1,3,863,4.8,2.3,18.0,0.2,0.0,1.1,0.3,18.2,0,1,2,24.53,1
33.8,56.6,6,2239,2.9,10.9,20.3,1.1,4.7,2.2,2.7,21.7,0,1,6,34.94,1
31.8,53.4,5,1184,5.0,5.4,18.4,3.3,5.9,4.9,2.0,22.6,1,1,8,33.52,1
33.9,60.2,4,1467,4.0,7.8,16.1,0.0,2.8,8.3,0.6,20.1,1,1,1,31.06,1
29.5,25.0,5,929,6.4,6.6,16.4,1.4,3.6,1.8,0.6,17.6,0,0,3,26.86,1
33.2,55.2,4,1082,3.5,11.9,12.8,2.0,5.1,3.3,0.3,14.9,0,1,11,28.47,1
38.6,79.8,3,1009,7.2,12.8,17.2,1.3,0.4,0.0,2.0,17.7,0,0,9,33.48,1
37.6,77.4,4,1424,6.5,8.2,18.5,3.2,3.2,3.6,0.4,17.8,0,0,8,34.65,1
38.0,55.6,6,1131,6.2,3.7,9.9,1.1,2.4,0.0,0.3,17.5,0,0,10,35.12,1
34.3,60.8,3,965,2.9,11.8,17.2,0.6,1.4,3.6,0.9,15.7,0,1,3,25.34,1
33.7,39.5,2,465,8.5,10.9,22.6,2.3,4.1,2.6,0.8,24.3,0,1,1,32.38,1
33.7,46.2,1,1017,2.0,10.1,20.4,1.4,2.4,2.8,1.0,30.5,0,1,5,28.6,1
23.5,64.3,1,1008,1.9,10.8,14.2,0.0,3.6,1.4,1.1,13.4,0,1,10,22.88,1
40.3,48.1,1,400,8.2,7.9,23.5,3.8,6.3,0.0,3.3,17.6,1,0,12,33.07,1
30.3,86.7,4,737,0.1,10.0,24.0,3.8,4.9,5.5,1.7,21.9,0,0,7,26.95,1
30.7,78.7,3,400,1.6,9.2,13.3,1.2,5.0,4.2,1.0,21.7,0,1,6,24.88,1
29.7,70.4,6,1350,4.0,7.0,14.8,1.2,6.6,1.2,2.7,24.7,1,0,8,28.52,1
31.4,68.0,5,1412,8.7,8.3,24.0,1.5,5.8,3.7,1.7,22.3,0,1,8,40.09,1
18.6,55.2,1,1697,9.3,4.1,23.4,0.6,6.9,0.3,2.2,10.2,0,1,7,28.4,1
30.2,64.6,3,1215,2.7,13.2,21.9,2.4,2.4,0.3,3.3,12.4,1,0,7,20.38,0
22.8,36.9,4,1551,8.1,7.6,19.3,2.3,5.0,3.7,0.2,27.3,0,0,8,33.11,1
24.2,73.2,4,1428,0.3,9.4,24.0,0.6,2.9,1.7,1.7,15.2,0,1,2,25.46,1
19.9,73.8,5,1003,6.0,4.3,16.2,1.4,4.1,1.2,0.1,21.5,0,0,1,24.98,0
20.6,75.3,5,1411,4.5,8.7,22.5,5.0,0.1,0.3,0.3,14.9,0,0,3,23.97,0
32.0,61.7,6,1020,3.8,9.8,11.8,0.6,3.7,1.2,4.5,13.2,0,1,6,34.85,1
26.6,86.4,5,589,3.3,11.5,23.2,0.2,6.5,2.2,0.6,15.6,1,1,2,23.41,1
28.6,65.2,5,1724,3.9,9.0,20.8,2.4,1.8,4.3,0.1,4.3,0,1,9,27.34,1
28.2,66.7,4,1864,5.1,10.3,19.7,1.2,5.7,0.3,0.5,10.7,0,0,4,26.45,0
23.3,56.6,4,1497,1.5,10.6,15.4,1.5,6.5,5.9,3.2,5.3,0,0,10,26.06,1
25.5,57.4,2,1229,2.5,6.4,23.8,1.6,4.6,5.1,0.2,30.4,0,1,5,30.2,1
22.8,41.7,3,839,1.2,5.0,16.9,1.8,3.3,3.8,0.0,6.6,0,0,3,19.97,1
27.5,56.4,1,1294,2.5,6.5,17.0,0.5,3.2,1.9,0.9,21.0,0,0,7,27.26,1
18.0,59.3,6,694,5.2,4.1,20.1,1.2,3.6,2.0,5.0,20.4,0,1,3,30.88,1
27.1,61.0,3,1059,4.6,5.2,14.2,1.9,4.5,1.3,0.2,14.2,1,1,11,22.98,1
33.6,48.7,6,1378,3.7,12.2,20.1,0.9,4.7,1.3,3.4,13.3,1,0,7,31.77,1
35.0,43.8,1,591,5.7,10.9,11.8,0.8,4.7,3.9,1.1,17.8,0,0,5,27.71,1
34.7,51.4,4,414,8.6,12.7,22.6,0.9,2.3,1.0,0.1,19.0,1,0,11,30.76,1
31.5,58.6,4,949,2.8,9.8,14.2,1.0,5.1,4.0,0.9,16.3,0,1,6,29.05,1
24.0,77.9,2,400,5.5,10.3,24.0,0.9,3.6,0.0,0.8,24.3,0,1,7,23.98,1
33.5,49.9,1,956,3.7,11.9,13.6,4.7,1.1,4.5,2.0,6.8,0,1,10,26.5,1
31.6,68.7,6,1373,2.0,9.5,24.0,0.9,3.6,0.2,2.6,21.5,1,1,10,23.87,0
30.3,59.0,1,829,2.9,7.8,20.9,3.2,3.3,5.7,0.8,17.0,0,1,2,27.95,1
23.0,58.8,5,1602,7.8,12.0,21.3,0.4,2.6,0.0,1.5,20.4,0,0,3,30.16,0
31.0,50.2,4,1877,0.5,5.6,20.1,0.5,3.4,4.6,0.8,24.1,0,1,3,30.13,1
36.0,93.5,6,1697,2.7,8.9,16.9,2.5,3.7,3.7,1.6,16.1,1,0,10,32.16,1
32.7,66.4,5,1353,1.9,9.1,13.6,2.8,2.3,1.6,1.6,8.3,1,0,12,24.27,1
27.9,62.3,6,1001,2.8,6.0,14.4,4.0,6.3,2.6,0.6,22.0,0,1,8,26.59,0
31.7,73.5,5,1654,12.0,12.0,15.6,4.4,1.9,4.7,0.3,21.6,0,0,1,41.1,1
29.0,49.1,3,400,4.4,7.0,24.0,0.7,4.0,4.3,0.4,12.0,0,1,2,20.65,0
29.9,51.2,3,1040,0.7,15.1,18.1,1.7,0.1,0.7,2.5,20.5,0,1,8,24.92,1
33.2,66.8,6,755,2.9,6.6,22.0,2.8,4.0,0.0,0.6,24.2,1,1,10,28.74,1
30.7,47.2,1,680,1.3,4.1,24.0,2.7,5.7,3.4,1.4,21.1,0,1,4,24.8,1
29.4,62.7,3,1849,4.5,4.1,14.5,3.6,2.1,0.0,0.1,9.7,0,1,2,26.54,1
30.9,83.7,2,1327,3.3,10.0,19.7,2.1,4.3,4.4,0.2,26.3,0,1,12,29.15,1
24.9,47.2,6,813,5.3,10.9,13.1,2.4,7.7,2.8,3.6,26.3,0,1,8,35.89,1
24.1,63.8,3,400,5.9,14.5,21.8,0.2,3.6,5.0,1.1,15.5,0,0,1,26.3,1
31.4,74.5,2,1521,3.4,8.8,15.8,0.7,5.7,3.3,1.8,17.8,0,0,4,29.31,1
26.1,43.3,3,1128,7.8,12.2,16.1,1.8,2.2,0.5,0.3,28.6,1,0,9,26.73,1
31.8,67.8,1,1077,1.8,13.0,18.0,0.7,3.5,0.5,1.2,11.2,0,1,6,28.16,1
19.9,64.2,1,878,1.8,12.6,16.7,0.1,1.7,3.8,0.5,8.7,0,0,4,16.64,0
35.0,42.5,2,1326,5.6,8.9,16.9,2.1,3.0,4.0,1.2,4.0,0,0,2,28.69,1
28.5,63.3,1,1391,5.1,7.5,21.6,0.3,3.6,5.7,0.7,17.4,0,1,5,30.63,1
37.3,73.5,1,400,7.8,6.8,20.3,2.3,2.8,2.2,0.5,22.4,0,0,3,31.75,1
16.7,77.6,5,1042,2.0,11.0,24.0,0.4,1.5,4.6,1.4,25.4,0,0,5,27.34,1
20.6,60.8,2,1077,3.9,12.9,14.9,0.1,2.9,4.2,1.2,8.7,1,1,1,19.27,1
36.0,83.0,5,684,3.1,9.1,16.9,0.3,5.0,1.0,0.3,21.5,0,1,3,29.0,1
29.8,66.8,3,936,4.4,4.8,17.9,0.2,2.6,5.2,0.9,20.0,0,1,2,28.47,1
30.5,64.3,3,2045,1.7,8.5,20.1,2.2,2.6,7.0,0.6,8.5,0,1,8,25.35,0
29.6,52.2,1,529,0.6,7.6,19.2,0.7,1.8,5.4,0.7,24.2,1,1,10,18.33,1
29.8,57.7,3,1192,1.9,6.1,21.3,2.9,4.3,1.6,0.0,24.9,0,0,11,26.33,1
31.7,70.9,2,1844,5.2,9.0,23.7,2.3,2.5,2.5,1.3,27.2,0,0,12,38.27,1
24.0,64.3,4,1828,2.0,9.9,16.7,2.2,4.7,5.6,0.6,25.9,0,1,12,30.24,1
28.2,81.1,5,1756,2.2,13.7,12.8,3.5,1.9,4.1,0.0,17.3,0,1,10,30.54,1
35.5,67.6,3,1238,3.0,7.3,20.1,4.7,3.7,3.8,0.5,12.7,0,1,2,26.45,0
29.9,63.9,3,1428,4.7,10.8,19.9,3.5,5.3,3.8,0.8,4.0,1,1,8,21.21,0
25.9,95.0,4,2323,0.1,8.1,24.0,1.1,2.2,2.0,2.1,20.2,0,0,11,27.75,1
29.5,57.6,4,495,2.9,6.3,18.4,1.3,7.4,0.0,0.8,17.1,0,1,2,25.26,1
